date,kappa
2022-12-21,1.3785390559841644
2022-12-22,1.4094855063998808
2022-12-23,1.3979608060355473
2022-12-27,1.3858604314718757
2022-12-28,1.4290935610499513
2022-12-29,1.2754333382122849
2022-12-30,1.2937797444736772
2023-01-03,1.2877010705965255
2023-01-04,1.245834032192493
2023-01-05,1.2603306816148152
2023-01-06,1.3376228382624795
2023-01-09,1.3130888357606585
2023-01-10,1.2988827526623932
2023-01-11,1.2052987334300196
2023-01-12,1.1844520792310396
2023-01-13,1.178626246826384
2023-01-17,1.1292041927834668
2023-01-18,1.2093011362285444
2023-01-19,1.2450473500417598
2023-01-20,1.2490008077582
2023-01-23,1.177711064274853
2023-01-24,1.1579769472813168
2023-01-25,1.131916271474994
2023-01-26,1.1209840081990263
2023-01-27,1.1033785604986037
2023-01-30,1.0901812803036228
2023-01-31,1.0895295909384735
2023-02-01,1.0800424763086902
2023-02-02,1.062958304720086
2023-02-03,1.0730771671787704
2023-02-06,1.0323602380159054
2023-02-07,1.0313139148968726
2023-02-08,1.0337991740840382
2023-02-09,1.0360440697733122
2023-02-10,1.0334208639809204
2023-02-13,1.0333838283983603
2023-02-14,1.037549016501474
2023-02-15,1.0248534727258514
2023-02-16,1.0345564757389332
2023-02-17,1.0213951646968646
2023-02-21,1.037470568444518
2023-02-22,1.0395422902412284
2023-02-23,1.040215540067422
2023-02-24,1.044010288126604
2023-02-27,1.0464186627962277
2023-02-28,1.0495413261588755
2023-03-01,1.0313307311304079
2023-03-02,1.0294181462112626
2023-03-03,1.0416758415845866
2023-03-06,1.044904681972149
2023-03-07,1.084454001436659
2023-03-08,1.0734696516137197
2023-03-09,1.1333165478876672
2023-03-10,1.1723514236139703
2023-03-13,1.153745549786429
2023-03-14,1.1407098602393637
2023-03-15,1.1646561599881629
2023-03-16,1.1880065968419462
2023-03-17,1.2476028348183819
2023-03-20,1.2840708087919668
2023-03-21,1.2705890723114166
2023-03-22,1.4066978898517448
2023-03-23,1.3933655014433568
2023-03-24,1.407675768862573
2023-03-27,1.395363012176496
2023-03-28,1.3971630242792301
2023-03-29,1.419295470369435
2023-03-30,1.3845393206748924
2023-03-31,1.3265200508809774
2023-04-03,1.310321495892078
2023-04-04,1.3050391714455194
2023-04-05,1.291284596874193
2023-04-06,1.2372121620757033
2023-04-10,1.200884659603948
2023-04-11,1.1923740652027905
2023-04-12,1.1702327883473647
2023-04-13,1.1567861061708216
2023-04-14,1.1248290182732028
2023-04-17,1.0887718875369559
2023-04-18,1.0695024283318493
